legacy_id,donor_name,gift_date,gift_amount,gift_type,notes,migrated_date,data_source
34271,Amanda Mills,2021-10-24,8.79,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34272,N. Wood,2021-10-16,20.12,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34273,N. Wood,2018-04-11,18.24,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34274,"Wood, Nathan",2019-05-17,3.05,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34275,"Wood, Nathan",2020-01-15,11.11,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34276,"Spencer, Jennifer",2018-05-09,16.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34277,C. Butler,2020-08-24,37.64,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34278,C. Butler,2021-05-28,30.35,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34279,Conor B.,2021-04-08,61.85,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34280,G. Taylor,2022-10-16,11.21,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34281,Gavin T.,2018-11-09,9.63,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34282,G. Taylor,2021-06-25,15.24,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34283,Gavin Taylor,2018-12-11,9.5,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34284,James T.,2021-08-30,16.5,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34285,James T.,2018-06-04,15.83,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34286,A. Whittaker,2019-09-14,24.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34287,Arthur W.,2021-07-04,2.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34288,"Whittaker, Arthur",2022-07-25,21.62,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34289,Shirley B.,2019-05-27,64.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34290,"Bell, Shirley",2019-04-14,27.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34291,"Bell, Shirley",2021-02-06,4.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34292,"Chandler, Rhys",2022-10-14,18.76,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34293,Rhys C.,2021-01-02,18.28,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34294,Rhys Chandler,2019-10-07,42.08,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34295,Rhys C.,2022-10-06,24.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34296,Carol L.,2019-11-08,30.06,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34297,Carol L.,2018-10-17,66.74,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34298,Carol Lewis,2022-08-17,31.62,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34299,Carol Lewis,2020-12-15,16.87,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34300,Carol Lewis,2021-02-25,44.75,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34301,S. Chambers,2020-05-10,17.87,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34302,Ross Davies,2019-12-07,2.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34303,Ross Davies,2019-12-01,11.83,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34304,R. Davies,2021-02-04,27.64,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34305,Graham C.,2022-03-27,10.95,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34306,"Murphy, Alexander",2022-04-06,23.23,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34307,J. Smith,2022-06-05,35.4,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34308,Jennifer Smith,2022-01-12,7.37,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34309,"Smith, Jennifer",2018-06-18,6.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34310,Jennifer S.,2021-09-17,9.8,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34311,J. Smith,2019-10-22,101.11,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34312,"Payne, Kim",2018-11-04,6.29,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34313,Kim P.,2019-06-29,7.92,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34314,"Payne, Kim",2021-01-15,25.47,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34315,Carole P.,2020-05-17,23.54,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34316,Carole P.,2020-04-04,23.02,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34317,"Peters, Carole",2022-03-18,23.96,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34318,Carole Peters,2019-07-22,3.55,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34319,Carole P.,2018-03-03,12.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34320,Raymond Jones,2022-03-07,5.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34321,"Jones, Raymond",2020-12-17,8.85,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34322,R. Jones,2019-08-20,10.34,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34323,Geoffrey T.,2020-06-22,49.04,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34324,Geoffrey T.,2022-03-25,22.94,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34325,Geoffrey Thomas,2018-01-13,9.9,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34326,Geoffrey T.,2018-02-02,10.71,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34327,"Thomas, Geoffrey",2022-01-24,209.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34328,"Scott, Chloe",2022-09-14,16.82,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34329,Chloe Scott,2021-08-24,14.39,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34330,C. Scott,2020-08-01,52.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34331,R. Hill,2022-01-09,23.25,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34332,"Watson, Catherine",2018-12-06,7.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34333,"Glover, Mitchell",2020-08-18,25.89,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34334,Mitchell G.,2021-11-02,11.32,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34335,"Glover, Mitchell",2021-10-26,52.27,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34336,Mitchell Glover,2021-11-26,72.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34337,"Kelly, Abdul",2020-11-11,33.73,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34338,A. Kelly,2020-12-28,31.28,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34339,Stephanie Carroll,2021-04-25,5.73,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34340,Stephanie C.,2020-08-08,7.54,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34341,Stephanie C.,2018-02-02,17.68,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34342,"Carroll, Stephanie",2021-06-20,15.8,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34343,A. Marshall,2018-08-17,82.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34344,Anthony M.,2018-02-06,23.12,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34345,Russell Jones,2018-03-03,6.2,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34346,Russell J.,2022-10-19,18.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34347,"Kaur, Bernard",2020-09-11,5.81,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34348,Bernard Kaur,2019-06-25,89.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34349,Jessica Roberts,2020-02-07,15.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34350,"Roberts, Jessica",2021-07-16,10.0,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34351,"Roberts, Jessica",2021-04-20,19.15,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34352,Jessica R.,2020-03-24,46.12,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34353,Jessica R.,2019-05-24,18.64,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34354,Nigel Macdonald,2020-07-25,6.41,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34355,Nigel M.,2018-08-25,4.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34356,Nigel M.,2018-04-30,10.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34357,L. Baxter,2022-09-17,17.59,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34358,Lynn B.,2021-08-30,48.56,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34359,"Byrne, Lynn",2019-04-24,3.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34360,"Byrne, Lynn",2020-10-01,13.04,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34361,Lynn Byrne,2018-09-30,78.03,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34362,Lynn B.,2019-12-17,8.95,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34363,Andrea M.,2021-04-16,12.95,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34364,Andrea M.,2020-01-21,156.16,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34365,"Carr, Heather",2019-08-23,7.05,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34366,"Carr, Heather",2019-11-26,13.58,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34367,"Frost, Toby",2020-11-11,85.7,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34368,T. Frost,2022-11-14,10.06,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34369,Toby F.,2021-12-08,5.04,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34370,Darren C.,2019-06-29,42.73,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34371,"Clarke, Darren",2020-11-10,7.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34372,D. Clarke,2020-02-06,9.14,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34373,Beth Bond,2021-11-27,13.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34374,Beth Bond,2019-02-06,2.09,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34375,Beth Bond,2021-09-09,18.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34376,Beth Bond,2018-08-03,19.28,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34377,Gavin Johnson,2019-07-24,52.22,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34378,A. Howard,2021-06-06,20.15,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34379,A. Howard,2018-10-11,54.4,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34380,A. Howard,2022-01-30,15.43,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34381,Lewis Hooper,2020-10-25,38.6,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34382,Joanna Clayton,2022-04-25,5.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34383,J. Clayton,2021-06-16,19.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34384,J. Clayton,2022-09-21,15.69,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34385,J. Clayton,2020-07-16,8.86,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34386,Joanna Clayton,2022-04-13,27.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34387,"Lamb, Joe",2021-11-19,11.64,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34388,Joe L.,2022-11-27,2.25,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34389,Joe Lamb,2020-10-14,17.34,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34390,Joe Lamb,2022-06-19,11.3,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34391,"Lamb, Joe",2019-02-09,69.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34392,M. Smith,2022-09-17,58.47,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34393,Margaret S.,2019-03-15,4.39,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34394,M. Smith,2020-09-05,31.04,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34395,"Smith, Margaret",2018-12-14,9.21,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34396,Glenn N.,2018-07-13,24.81,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34397,Glenn N.,2022-07-01,207.11,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34398,"Noble, Glenn",2022-10-15,14.63,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34399,G. Noble,2022-06-26,16.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34400,Glenn Noble,2022-05-27,21.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34401,"Holland, Liam",2020-11-29,5.3,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34402,"Holland, Liam",2021-04-26,2.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34403,Philip Jackson,2022-11-12,13.79,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34404,"Jackson, Philip",2022-09-07,8.98,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34405,Philip Jackson,2019-01-22,61.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34406,Philip J.,2021-06-18,11.91,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34407,Paige S.,2018-10-09,68.31,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34408,P. Smith,2021-09-20,23.1,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34409,P. Smith,2021-07-02,20.09,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34410,"Chambers, Emma",2022-09-09,14.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34411,"Chambers, Emma",2019-03-07,21.81,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34412,"Blackburn, Andrea",2019-02-16,20.19,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34413,L. Evans,2021-12-09,55.98,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34414,Gregory J.,2022-12-01,116.97,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34415,Lisa D.,2020-11-19,11.25,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34416,Lisa D.,2020-02-27,3.71,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34417,L. Davies,2021-12-13,55.08,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34418,Lisa Davies,2018-04-16,9.12,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34419,"Ball, Tom",2021-04-06,48.87,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34420,Tom B.,2019-02-08,102.66,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34421,Stephen J.,2021-09-04,16.7,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34422,Stephen J.,2021-10-20,14.07,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34423,Bernard Collins,2019-01-19,14.97,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34424,B. Collins,2022-12-18,16.16,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34425,B. Collins,2021-05-10,8.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34426,Bernard Collins,2021-02-18,27.61,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34427,H. Henry,2022-04-21,9.38,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34428,Hugh H.,2022-02-02,9.28,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34429,Hugh H.,2022-01-11,9.91,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
34430,Hugh Henry,2021-05-11,23.39,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
